ID Поездки;ID Водителя;ID Автомобиля;"Дата и время
начала поездки";Длина поездки, км
1312;37;21;25.06.2023 8:06;25,9
1313;3;6;25.06.2023 9:00;19,2
1314;23;11;25.06.2023 12:04;57,1
1315;5;12;25.06.2023 13:31;47,1
1316;50;2;25.06.2023 15:25;23,8
1317;43;32;25.06.2023 15:30;4,3
1318;34;6;25.06.2023 16:18;7,5
1319;61;2;25.06.2023 17:42;14,5
1320;23;33;25.06.2023 21:26;55,8
1321;42;42;25.06.2023 22:51;22,8
1322;11;11;26.06.2023 0:47;31,6
1323;6;6;26.06.2023 0:49;45,2
1324;7;16;26.06.2023 1:49;23,9
1325;1;5;26.06.2023 3:18;23,6
1326;45;20;26.06.2023 5:35;6,5
1327;32;10;26.06.2023 8:05;9,8
1328;62;41;26.06.2023 9:24;36,9
1329;23;8;26.06.2023 9:35;38,3
1330;12;20;26.06.2023 14:23;30,4
1331;47;27;26.06.2023 16:07;13,9
1332;56;35;26.06.2023 16:58;23,6
1333;29;6;26.06.2023 19:31;52,6
1334;8;37;26.06.2023 19:53;11,0
1335;3;6;26.06.2023 22:18;41,4
1336;22;42;27.06.2023 2:30;13,7
1337;2;18;27.06.2023 2:39;21,8
1338;44;32;27.06.2023 4:00;47,7
1339;22;42;27.06.2023 4:34;1,9
1340;24;42;27.06.2023 4:51;30,7
1341;36;32;27.06.2023 4:57;16,4
1342;62;19;27.06.2023 5:09;28,6
1343;62;41;27.06.2023 5:27;53,3
1344;57;3;27.06.2023 6:58;4,6
1345;5;36;27.06.2023 8:57;24,3
1346;32;41;27.06.2023 11:23;48,2
1347;37;10;27.06.2023 12:12;1,6
1348;1;3;27.06.2023 14:45;18,4
1349;29;6;27.06.2023 14:59;9,7
1350;47;20;27.06.2023 15:43;7,4
1351;15;41;27.06.2023 16:54;36,4
1352;45;29;27.06.2023 17:07;41,0
1353;16;11;27.06.2023 17:32;37,8
1354;34;32;27.06.2023 20:17;36,3
1355;45;29;27.06.2023 20:40;53,7
1356;2;18;27.06.2023 22:35;46,3
1357;59;4;28.06.2023 1:51;31,4
1358;51;40;28.06.2023 2:26;10,7
1359;37;10;28.06.2023 5:13;22,0
1360;38;21;28.06.2023 6:59;52,8
1361;58;2;28.06.2023 7:15;26,9
1362;62;14;28.06.2023 7:17;21,3
1363;16;8;28.06.2023 7:56;13,1
1364;14;38;28.06.2023 8:44;46,8
1365;50;39;28.06.2023 12:24;50,8
1366;32;14;28.06.2023 12:28;20,3
1367;17;32;28.06.2023 13:36;4,5
1368;16;37;28.06.2023 13:48;11,3
1369;5;3;28.06.2023 14:07;35,7
1370;26;4;28.06.2023 15:46;34,0
1371;37;10;28.06.2023 22:23;56,2
1372;24;1;28.06.2023 23:53;41,2
1373;56;35;29.06.2023 2:47;54,1
1374;57;24;29.06.2023 2:53;20,0
1375;12;30;29.06.2023 3:09;48,6
1376;22;16;29.06.2023 4:22;4,4
1377;54;15;29.06.2023 5:08;47,1
1378;9;20;29.06.2023 5:30;8,6
1379;56;41;29.06.2023 8:38;12,0
1380;36;32;29.06.2023 9:12;44,5
1381;49;27;29.06.2023 9:24;52,2
1382;45;27;29.06.2023 9:31;36,2
1383;34;32;29.06.2023 12:10;6,3
1384;52;17;29.06.2023 13:23;11,4
1385;26;4;29.06.2023 13:45;55,5
1386;12;30;29.06.2023 15:06;4,5
1387;7;16;29.06.2023 15:10;35,1
1388;43;6;29.06.2023 15:10;58,3
1389;3;6;29.06.2023 16:03;45,3
1390;15;14;29.06.2023 16:27;53,4
1391;26;17;29.06.2023 17:41;36,9
1392;63;22;29.06.2023 21:02;20,1
1393;18;10;29.06.2023 21:39;52,1
1394;28;38;29.06.2023 22:03;2,4
1395;31;23;30.06.2023 3:41;56,6
1396;57;36;30.06.2023 4:30;6,9
1397;4;6;30.06.2023 7:03;24,1
1398;33;2;30.06.2023 7:43;45,6
1399;16;40;30.06.2023 8:52;30,7
1400;30;36;30.06.2023 11:30;10,4
1401;35;18;30.06.2023 11:45;9,9
1402;6;32;30.06.2023 13:43;28,2
1403;13;17;30.06.2023 13:46;31,5
1404;22;42;30.06.2023 16:18;30,1
1405;45;30;30.06.2023 20:19;49,7
1406;38;19;30.06.2023 21:32;36,2
1407;35;36;30.06.2023 22:37;49,2
1408;30;12;30.06.2023 23:31;49,3
1409;26;9;01.07.2023 0:38;49,8
1410;13;4;01.07.2023 0:54;1,7
1411;46;10;01.07.2023 2:22;30,2
1412;37;21;01.07.2023 8:58;52,0
1413;63;23;01.07.2023 12:15;22,9
1414;57;36;01.07.2023 13:54;5,0
1415;50;9;01.07.2023 15:16;11,4
1416;5;12;01.07.2023 15:37;36,3
1417;10;36;01.07.2023 15:57;32,6
1418;50;17;01.07.2023 19:50;49,9
1419;8;40;01.07.2023 20:20;39,9
1420;38;19;01.07.2023 20:49;2,3
1421;42;16;01.07.2023 22:59;17,7
1422;30;24;01.07.2023 23:40;53,2
1423;24;1;02.07.2023 0:53;9,0
1424;20;19;02.07.2023 1:22;26,0
1425;8;7;02.07.2023 3:58;40,9
1426;13;39;02.07.2023 6:39;17,0
1427;14;21;02.07.2023 9:56;18,5
1428;27;17;02.07.2023 10:41;34,1
1429;49;27;02.07.2023 12:07;32,0
1430;63;22;02.07.2023 13:56;33,6
1431;52;39;02.07.2023 14:13;29,6
1432;26;39;02.07.2023 16:39;6,5
1433;6;32;02.07.2023 17:09;57,7
1434;17;32;02.07.2023 18:21;19,0
1435;54;15;02.07.2023 19:17;5,8
1436;10;24;02.07.2023 19:27;44,2
1437;62;41;02.07.2023 20:00;3,8
1438;26;17;03.07.2023 0:16;20,7
1439;41;40;03.07.2023 0:33;25,6
1440;15;38;03.07.2023 2:20;13,1
1441;5;18;03.07.2023 2:25;12,6
1442;25;26;03.07.2023 2:33;17,3
1443;40;37;03.07.2023 5:49;24,6
1444;56;41;03.07.2023 6:13;14,9
1445;54;11;03.07.2023 6:23;9,2
1446;18;21;03.07.2023 12:43;21,7
1447;11;40;03.07.2023 13:28;54,5
1448;50;39;03.07.2023 19:57;10,7
1449;35;36;03.07.2023 20:02;7,7
1450;11;15;03.07.2023 22:28;49,0
1451;37;10;04.07.2023 0:05;38,9
1452;36;6;04.07.2023 0:15;33,3
1453;45;27;04.07.2023 1:19;12,0
1454;34;6;04.07.2023 2:18;55,6
1455;33;17;04.07.2023 6:49;11,7
1456;16;15;04.07.2023 7:53;16,8
1457;9;20;04.07.2023 8:47;40,5
1458;61;2;04.07.2023 10:42;35,8
1459;59;4;04.07.2023 11:35;9,5
1460;17;6;04.07.2023 15:37;9,9
1461;21;40;04.07.2023 18:00;50,8
1462;63;26;04.07.2023 18:14;11,1
1463;2;5;04.07.2023 20:11;53,0
1464;15;21;04.07.2023 21:27;33,1
1465;6;32;04.07.2023 21:46;57,3
1466;45;30;04.07.2023 21:53;45,6
1467;25;26;04.07.2023 22:15;31,0
1468;34;32;04.07.2023 22:29;27,8
1469;25;13;04.07.2023 23:48;58,5
1470;5;3;04.07.2023 23:59;39,6
1471;13;4;05.07.2023 0:38;39,0
1472;4;32;05.07.2023 1:47;29,4
1473;14;38;05.07.2023 4:02;31,7
1474;27;39;05.07.2023 6:08;55,4
1475;22;25;05.07.2023 6:32;42,0
1476;13;4;05.07.2023 6:54;12,7
1477;30;12;05.07.2023 8:49;45,6
1478;23;15;05.07.2023 9:57;35,6
1479;22;1;05.07.2023 13:37;19,9
1480;29;32;05.07.2023 16:18;53,4
1481;40;7;05.07.2023 17:32;25,2
1482;57;12;05.07.2023 18:00;42,4
1483;15;35;05.07.2023 19:37;2,0
1484;26;17;05.07.2023 21:39;2,3
1485;4;6;05.07.2023 21:39;41,4
1486;59;4;05.07.2023 21:45;56,7
1487;52;39;05.07.2023 21:52;17,2
1488;4;6;05.07.2023 22:46;7,2
1489;5;36;06.07.2023 0:32;46,9
1490;53;38;06.07.2023 2:34;29,4
1491;18;35;06.07.2023 9:58;25,3
1492;54;37;06.07.2023 10:33;30,6
1493;30;12;06.07.2023 14:11;24,0
1494;60;13;06.07.2023 19:06;46,3
1495;61;9;06.07.2023 19:51;5,6
1496;20;21;06.07.2023 21:04;46,8
1497;53;21;06.07.2023 22:08;3,6
1498;58;17;06.07.2023 22:26;36,6
1499;51;15;07.07.2023 3:07;50,3
1500;44;6;07.07.2023 3:27;33,8
1501;20;14;07.07.2023 5:21;42,3
1502;21;7;07.07.2023 5:25;11,9
1503;11;37;07.07.2023 5:55;20,3
1504;21;8;07.07.2023 7:18;16,6
1505;39;11;07.07.2023 8:15;55,0
1506;42;25;07.07.2023 9:05;54,3
1507;33;39;07.07.2023 12:19;2,7
1508;16;33;07.07.2023 14:03;41,4
1509;41;7;07.07.2023 17:29;55,8
1510;19;12;07.07.2023 18:34;34,5
1511;27;2;07.07.2023 20:04;44,0
1512;58;2;07.07.2023 20:27;36,4
1513;5;36;07.07.2023 21:20;2,6
1514;49;30;07.07.2023 22:11;3,2
1515;57;3;08.07.2023 0:27;9,7
1516;6;6;08.07.2023 0:37;1,6
1517;52;17;08.07.2023 0:41;48,7
1518;34;32;08.07.2023 2:37;5,3
1519;6;6;08.07.2023 3:16;4,1
1520;2;36;08.07.2023 3:25;32,9
1521;53;19;08.07.2023 3:28;40,8
1522;52;9;08.07.2023 3:50;13,0
1523;49;31;08.07.2023 4:40;22,3
1524;33;4;08.07.2023 4:48;11,1
1525;27;9;08.07.2023 5:21;55,2
1526;63;26;08.07.2023 5:26;17,3
1527;26;4;08.07.2023 7:46;34,9
1528;13;17;08.07.2023 7:56;42,1
1529;35;5;08.07.2023 9:29;39,2
1530;10;12;08.07.2023 10:36;38,3
1531;33;17;08.07.2023 12:04;10,0
1532;63;28;08.07.2023 18:31;36,2
1533;32;14;08.07.2023 20:09;27,3
1534;4;32;09.07.2023 0:33;4,7
1535;17;32;09.07.2023 2:02;9,2
1536;22;1;09.07.2023 3:04;59,3
1537;8;40;09.07.2023 6:20;21,9
1538;45;30;09.07.2023 7:00;13,9
1539;20;21;09.07.2023 8:31;51,4
1540;61;2;09.07.2023 9:34;40,9
1541;22;25;09.07.2023 10:49;59,5
1542;59;9;09.07.2023 10:50;1,7
1543;53;10;09.07.2023 11:18;47,8
1544;2;12;09.07.2023 12:04;52,9
1545;46;19;09.07.2023 13:11;37,5
1546;13;2;09.07.2023 16:41;46,4
1547;44;32;09.07.2023 16:51;30,4
1548;59;9;09.07.2023 17:21;31,4
1549;33;9;09.07.2023 17:46;43,7
1550;8;37;09.07.2023 22:04;29,2
1551;62;38;09.07.2023 22:33;55,7
1552;32;21;09.07.2023 23:32;44,3
1553;41;15;10.07.2023 0:00;29,5
1554;45;31;10.07.2023 1:15;42,0
1555;9;27;10.07.2023 4:00;56,8
1556;17;6;10.07.2023 5:11;7,6
1557;7;16;10.07.2023 7:37;35,5
1558;10;24;10.07.2023 8:15;12,5
1559;13;4;10.07.2023 10:04;30,0
1560;45;20;10.07.2023 10:26;21,0
1561;30;3;10.07.2023 11:14;37,1
1562;54;37;10.07.2023 11:14;41,8
1563;3;32;10.07.2023 11:58;20,5
1564;19;3;10.07.2023 12:14;10,7
1565;59;2;10.07.2023 13:52;3,9
1566;42;1;10.07.2023 15:04;35,4
1567;11;15;10.07.2023 16:53;5,7
1568;21;37;10.07.2023 18:47;32,0
1569;18;35;10.07.2023 19:08;38,4
1570;2;5;10.07.2023 19:35;33,1
1571;29;32;10.07.2023 19:54;37,7
1572;34;32;10.07.2023 20:33;57,4
1573;57;12;10.07.2023 21:48;33,7
1574;5;18;10.07.2023 21:51;33,2
1575;47;20;10.07.2023 22:18;2,3
1576;50;39;11.07.2023 0:33;47,6
1577;59;9;11.07.2023 0:42;5,9
1578;18;21;11.07.2023 1:00;58,0
1579;26;2;11.07.2023 2:27;25,9
1580;32;10;11.07.2023 8:57;36,3
1581;1;34;11.07.2023 9:30;2,7
1582;50;17;11.07.2023 10:37;17,6
1583;20;38;11.07.2023 14:01;6,0
1584;12;20;11.07.2023 14:22;37,1
1585;1;3;11.07.2023 14:27;56,5
1586;53;41;11.07.2023 14:36;45,1
1587;9;20;11.07.2023 15:28;54,9
1588;6;32;11.07.2023 15:34;33,4
1589;35;12;11.07.2023 16:02;26,6
1590;25;28;11.07.2023 16:02;38,8
1591;48;21;11.07.2023 17:26;26,6
1592;40;15;11.07.2023 17:28;48,8
1593;3;32;11.07.2023 17:48;35,8
1594;25;13;11.07.2023 18:56;25,5
1595;57;24;11.07.2023 19:36;9,9
1596;15;35;11.07.2023 20:02;4,4
1597;26;9;11.07.2023 21:22;54,9
1598;28;38;11.07.2023 21:29;59,5
1599;19;34;12.07.2023 0:16;8,4
1600;26;39;12.07.2023 0:47;54,7
1601;11;8;12.07.2023 1:25;27,2
1602;58;9;12.07.2023 2:05;27,6
1603;50;4;12.07.2023 7:58;23,5
1604;15;14;12.07.2023 8:36;55,5
1605;32;10;12.07.2023 9:07;44,3
1606;51;37;12.07.2023 9:12;28,6
1607;50;17;12.07.2023 11:28;55,4
1608;26;4;12.07.2023 15:14;8,2
1609;26;17;12.07.2023 18:26;36,1
1610;11;15;12.07.2023 18:43;53,7
1611;18;41;12.07.2023 18:46;22,0
1612;9;27;12.07.2023 19:20;24,5
1613;52;2;12.07.2023 20:08;54,0
1614;31;22;12.07.2023 20:28;50,3
1615;14;14;12.07.2023 20:38;19,6
1616;56;41;12.07.2023 21:54;59,6
1617;49;20;13.07.2023 0:48;33,7
1618;25;13;13.07.2023 1:21;9,8
1619;57;5;13.07.2023 2:03;43,9
1620;1;3;13.07.2023 3:21;47,6
1621;15;14;13.07.2023 5:00;56,4
1622;30;5;13.07.2023 5:06;44,7
1623;58;2;13.07.2023 5:49;35,5
1624;33;39;13.07.2023 6:22;20,5
1625;43;32;13.07.2023 7:17;24,4
1626;56;35;13.07.2023 8:12;58,4
1627;34;32;13.07.2023 8:35;6,2
1628;62;38;13.07.2023 12:40;43,5
1629;4;6;13.07.2023 15:00;11,2
1630;3;32;13.07.2023 15:35;21,5
1631;34;32;13.07.2023 16:39;12,7
1632;2;12;13.07.2023 18:54;12,8
1633;34;6;13.07.2023 21:29;13,7
1634;16;40;13.07.2023 22:55;29,2
1635;33;2;13.07.2023 23:43;3,2
1636;42;16;14.07.2023 2:38;1,8
1637;17;32;14.07.2023 4:02;50,7
1638;62;35;14.07.2023 4:17;58,9
1639;40;33;14.07.2023 5:48;35,2
1640;34;6;14.07.2023 6:34;54,8
1641;22;42;14.07.2023 7:13;23,7
1642;5;24;14.07.2023 8:11;3,4
1643;11;8;14.07.2023 8:39;47,9
1644;52;4;14.07.2023 8:51;44,1
1645;24;16;14.07.2023 12:02;9,4
1646;8;7;14.07.2023 14:29;51,0
1647;22;1;14.07.2023 16:27;50,4
1648;57;18;14.07.2023 19:37;41,8
1649;20;10;14.07.2023 23:03;35,0
1650;42;16;15.07.2023 1:35;15,5
1651;33;4;15.07.2023 1:50;17,5
1652;6;6;15.07.2023 2:29;39,9
1653;51;40;15.07.2023 2:51;17,3
1654;40;7;15.07.2023 3:38;21,5
1655;9;30;15.07.2023 5:10;2,9
1656;6;6;15.07.2023 5:12;8,5
1657;32;35;15.07.2023 5:18;58,6
1658;24;42;15.07.2023 5:33;22,0
1659;17;6;15.07.2023 8:19;27,2
1660;6;32;15.07.2023 10:49;10,2
1661;17;32;15.07.2023 11:20;39,5
1662;28;19;15.07.2023 11:28;9,9
1663;53;21;15.07.2023 12:37;10,7
1664;48;41;15.07.2023 16:16;36,4
1665;40;8;15.07.2023 17:14;6,2
1666;62;35;15.07.2023 18:57;52,8
1667;20;38;15.07.2023 20:39;21,1
1668;4;32;15.07.2023 23:49;16,8
1669;29;32;16.07.2023 0:08;32,9
1670;11;8;16.07.2023 0:51;47,6
1671;29;32;16.07.2023 1:30;23,3
1672;8;8;16.07.2023 1:32;9,3
1673;54;37;16.07.2023 4:26;34,9
1674;23;37;16.07.2023 5:35;15,4
1675;12;27;16.07.2023 6:58;30,6
1676;44;6;16.07.2023 9:49;41,9
1677;38;19;16.07.2023 11:21;52,4
1678;62;10;16.07.2023 12:33;23,5
1679;12;29;16.07.2023 16:19;15,8
1680;23;7;16.07.2023 17:14;13,9
1681;23;11;16.07.2023 18:43;56,8
1682;43;6;16.07.2023 18:57;36,1
1683;51;40;16.07.2023 20:08;57,7
1684;14;35;16.07.2023 20:41;43,0
1685;33;39;16.07.2023 21:01;44,5
1686;14;41;16.07.2023 22:01;48,5
1687;1;3;16.07.2023 22:12;17,9
1688;53;21;16.07.2023 22:42;41,7
1689;5;3;16.07.2023 23:23;2,4
1690;24;25;17.07.2023 5:17;33,4
1691;21;8;17.07.2023 6:25;14,4
1692;33;39;17.07.2023 6:34;2,7
1693;36;32;17.07.2023 6:36;38,6
1694;55;29;17.07.2023 8:48;18,4
1695;36;6;17.07.2023 10:56;24,6
1696;56;21;17.07.2023 11:17;4,2
1697;3;32;17.07.2023 17:15;25,6
1698;40;11;17.07.2023 18:50;26,7
1699;52;4;17.07.2023 20:09;58,5
1700;2;18;17.07.2023 21:02;51,2
1701;36;32;17.07.2023 21:42;50,7
1702;9;27;18.07.2023 0:20;50,0
1703;20;35;18.07.2023 0:47;13,0
1704;51;37;18.07.2023 1:05;8,6
1705;20;41;18.07.2023 1:32;12,9
1706;27;9;18.07.2023 3:00;20,7
1707;1;34;18.07.2023 3:15;45,7
1708;10;12;18.07.2023 4:03;4,6
1709;52;9;18.07.2023 4:36;59,7
1710;62;19;18.07.2023 13:04;51,1
1711;62;19;18.07.2023 14:23;49,7
1712;1;34;18.07.2023 14:45;19,6
1713;33;4;18.07.2023 14:56;57,1
1714;55;29;18.07.2023 15:09;33,9
1715;37;35;18.07.2023 16:44;55,1
1716;43;6;18.07.2023 17:27;58,5
1717;43;6;18.07.2023 19:41;31,1
1718;12;30;18.07.2023 20:02;25,1
1719;43;32;18.07.2023 22:52;37,8
1720;39;33;19.07.2023 0:56;59,1
1721;55;30;19.07.2023 3:05;55,3
1722;16;33;19.07.2023 4:11;43,4
1723;46;19;19.07.2023 5:12;10,0
1724;41;11;19.07.2023 7:40;39,3
1725;20;35;19.07.2023 7:57;50,4
1726;5;36;19.07.2023 9:52;3,4
1727;23;37;19.07.2023 10:19;49,1
1728;63;28;19.07.2023 11:01;57,6
1729;9;27;19.07.2023 17:35;25,5
1730;8;8;19.07.2023 18:49;30,9
1731;52;4;19.07.2023 18:51;37,4
1732;24;25;19.07.2023 20:09;37,7
1733;57;36;19.07.2023 21:02;29,4
1734;33;4;19.07.2023 21:06;50,7
1735;62;35;19.07.2023 23:29;43,4
1736;8;37;20.07.2023 2:23;42,3
1737;63;22;20.07.2023 6:47;34,0
1738;11;11;20.07.2023 8:16;45,7
1739;5;5;20.07.2023 13:11;38,0
1740;2;34;20.07.2023 13:20;55,2
1741;10;34;20.07.2023 13:32;35,7
1742;62;14;20.07.2023 14:52;11,0
1743;45;27;20.07.2023 16:16;35,5
1744;13;2;20.07.2023 16:18;31,5
1745;22;1;20.07.2023 19:09;8,3
1746;47;27;20.07.2023 19:36;35,9
1747;39;8;20.07.2023 19:59;35,8
1748;43;32;20.07.2023 20:12;7,6
1749;28;38;21.07.2023 0:53;58,0
1750;38;10;21.07.2023 2:03;14,7
1751;57;3;21.07.2023 6:12;34,3
1752;47;29;21.07.2023 6:25;32,0
1753;22;42;21.07.2023 6:32;8,5
1754;1;24;21.07.2023 8:21;53,0
1755;12;20;21.07.2023 8:32;58,9
1756;7;25;21.07.2023 11:56;22,1
1757;58;4;21.07.2023 12:23;26,3
1758;63;26;21.07.2023 13:20;43,9
1759;20;10;21.07.2023 13:58;28,1
1760;10;12;21.07.2023 14:26;16,9
1761;7;16;21.07.2023 14:27;35,7
1762;6;6;21.07.2023 15:13;31,1
1763;63;26;21.07.2023 15:47;17,7
1764;33;9;21.07.2023 16:11;22,8
1765;12;30;21.07.2023 16:18;50,1
1766;27;2;21.07.2023 17:14;40,1
1767;25;28;21.07.2023 19:52;22,2
1768;55;31;21.07.2023 21:19;42,3
1769;60;22;21.07.2023 21:46;56,4
1770;34;32;21.07.2023 23:14;44,9
1771;55;31;22.07.2023 0:14;30,9
1772;58;39;22.07.2023 4:03;57,2
1773;5;3;22.07.2023 4:17;52,8
1774;57;34;22.07.2023 4:24;15,5
1775;15;21;22.07.2023 4:26;58,3
1776;3;6;22.07.2023 5:57;22,3
1777;33;4;22.07.2023 7:16;27,2
1778;5;5;22.07.2023 8:33;18,3
1779;28;38;22.07.2023 8:54;18,8
1780;47;20;22.07.2023 9:15;19,7
1781;24;25;22.07.2023 9:59;32,0
1782;62;41;22.07.2023 10:42;29,0
1783;25;26;22.07.2023 11:30;20,8
1784;50;2;22.07.2023 13:13;58,4
1785;51;11;22.07.2023 15:00;33,4
1786;40;15;22.07.2023 20:52;56,0
1787;38;21;22.07.2023 23:47;38,6
1788;61;9;22.07.2023 23:56;29,8
1789;46;41;23.07.2023 3:13;23,2
1790;26;4;23.07.2023 3:24;47,5
1791;25;23;23.07.2023 4:53;8,4
1792;18;10;23.07.2023 5:58;40,1
1793;48;19;23.07.2023 8:37;27,3
1794;22;25;23.07.2023 8:49;37,8
1795;59;2;23.07.2023 10:07;29,8
1796;53;38;23.07.2023 10:47;43,7
1797;40;33;23.07.2023 12:49;31,5
1798;17;6;23.07.2023 14:35;49,6
1799;6;32;23.07.2023 15:05;1,9
1800;45;30;23.07.2023 15:40;2,4
1801;18;41;23.07.2023 16:28;33,0
1802;16;8;23.07.2023 16:38;53,6
1803;16;15;23.07.2023 17:05;16,5
1804;19;5;23.07.2023 22:02;35,7
1805;23;37;24.07.2023 3:05;4,1
1806;50;17;24.07.2023 3:35;28,8
1807;35;24;24.07.2023 3:57;55,5
1808;49;29;24.07.2023 5:11;19,9
1809;57;24;24.07.2023 5:23;12,7
1810;4;6;24.07.2023 6:25;56,2
1811;2;36;24.07.2023 8:26;23,9
1812;23;33;24.07.2023 10:31;3,1
1813;48;10;24.07.2023 15:07;15,5
1814;32;41;24.07.2023 16:18;1,6
1815;52;4;24.07.2023 18:09;3,9
1816;43;32;24.07.2023 19:06;48,7
1817;35;18;24.07.2023 22:54;39,3
1818;35;3;25.07.2023 1:27;32,2
1819;35;5;25.07.2023 2:30;38,0
1820;2;5;25.07.2023 3:31;55,4
1821;36;6;25.07.2023 3:48;46,1
1822;47;30;25.07.2023 4:07;35,1
1823;54;8;25.07.2023 4:17;57,2
1824;56;10;25.07.2023 7:14;12,0
1825;61;2;25.07.2023 7:48;39,4
1826;18;41;25.07.2023 8:11;50,1
1827;33;17;25.07.2023 8:36;25,1
1828;4;32;25.07.2023 8:40;21,7
1829;54;11;25.07.2023 9:59;41,3
1830;44;32;25.07.2023 10:47;20,5
1831;28;10;25.07.2023 12:23;29,0
1832;9;27;25.07.2023 13:33;48,8
1833;28;21;25.07.2023 14:40;4,5
1834;17;32;25.07.2023 17:06;7,7
1835;3;32;25.07.2023 18:02;35,8
1836;26;2;25.07.2023 18:20;51,9
1837;40;11;25.07.2023 19:24;22,6
1838;47;31;25.07.2023 22:31;37,9
1839;37;19;26.07.2023 4:18;35,8
1840;60;28;26.07.2023 5:30;3,8
1841;42;16;26.07.2023 5:54;55,9
1842;44;32;26.07.2023 6:15;58,8
1843;18;41;26.07.2023 9:03;44,6
1844;54;15;26.07.2023 10:07;19,3
1845;41;8;26.07.2023 12:02;49,6
1846;51;11;26.07.2023 13:09;9,9
1847;17;32;26.07.2023 13:29;15,6
1848;45;20;26.07.2023 17:21;3,3
1849;33;39;26.07.2023 18:23;45,7
1850;21;40;26.07.2023 19:06;49,5
1851;17;32;26.07.2023 19:26;7,4
1852;21;37;26.07.2023 20:56;38,9
1853;12;31;26.07.2023 23:04;48,0
1854;28;10;27.07.2023 1:32;7,1
1855;3;6;27.07.2023 3:57;25,5
1856;22;42;27.07.2023 8:59;56,6
1857;40;15;27.07.2023 12:08;40,8
1858;18;19;27.07.2023 13:15;35,6
1859;19;12;27.07.2023 13:56;6,3
1860;60;26;27.07.2023 15:05;6,2
1861;57;34;27.07.2023 18:17;30,6
1862;21;40;27.07.2023 21:21;14,9
1863;5;3;27.07.2023 21:57;21,3
1864;23;33;27.07.2023 22:01;48,0
1865;27;17;27.07.2023 22:59;3,8
1866;4;32;27.07.2023 23:06;23,4
1867;54;33;27.07.2023 23:22;41,1
1868;1;24;28.07.2023 1:04;8,6
1869;37;41;28.07.2023 3:15;47,1
1870;8;37;28.07.2023 3:57;55,8
1871;16;11;28.07.2023 4:10;17,2
1872;31;22;28.07.2023 4:14;57,1
1873;36;6;28.07.2023 5:08;52,7
1874;20;41;28.07.2023 6:10;10,5
1875;45;27;28.07.2023 9:20;5,8
1876;61;4;28.07.2023 9:40;47,2
1877;34;32;28.07.2023 10:41;29,2
1878;1;3;28.07.2023 11:26;4,2
1879;59;2;28.07.2023 11:45;38,7
1880;3;6;28.07.2023 14:12;20,7
1881;27;4;28.07.2023 15:23;15,0
1882;45;29;28.07.2023 16:44;45,1
1883;24;25;28.07.2023 17:32;5,8
1884;49;31;28.07.2023 20:35;55,8
1885;45;20;28.07.2023 21:06;10,4
1886;46;41;28.07.2023 21:34;18,9
1887;33;4;28.07.2023 22:05;38,5
1888;27;39;29.07.2023 1:00;30,2
1889;54;11;29.07.2023 4:37;9,9
1890;36;32;29.07.2023 4:38;57,5
1891;50;17;29.07.2023 6:32;56,0
1892;14;38;29.07.2023 8:49;30,7
1893;58;39;29.07.2023 10:29;27,3
1894;32;38;29.07.2023 10:39;33,4
1895;30;12;29.07.2023 16:30;9,9
1896;25;23;29.07.2023 19:00;28,0
1897;51;7;30.07.2023 1:02;5,6
1898;18;14;30.07.2023 1:30;39,3
1899;26;9;30.07.2023 2:00;17,6
1900;27;2;30.07.2023 6:48;12,2
1901;6;6;30.07.2023 7:14;3,2
1902;19;3;30.07.2023 10:56;40,0
1903;15;21;30.07.2023 11:32;59,6
1904;37;41;30.07.2023 14:20;2,1
1905;10;12;30.07.2023 16:14;55,3
1906;12;27;30.07.2023 17:20;15,0
1907;38;19;30.07.2023 20:16;42,6
1908;62;38;30.07.2023 21:03;29,8
1909;33;39;31.07.2023 0:02;53,7
1910;9;29;31.07.2023 1:07;8,8
1911;50;4;31.07.2023 3:07;17,7
1912;13;9;31.07.2023 9:36;20,1
1913;28;38;31.07.2023 9:40;49,6
1914;5;24;31.07.2023 10:18;31,5
1915;7;1;31.07.2023 10:22;53,4
1916;21;15;31.07.2023 15:33;10,5
1917;36;6;31.07.2023 15:48;2,1
1918;54;15;31.07.2023 17:13;24,2
1919;41;8;31.07.2023 18:20;18,8
1920;62;14;31.07.2023 19:21;29,5
1921;63;22;31.07.2023 20:09;51,9
1922;59;2;31.07.2023 20:33;5,2
1923;3;6;31.07.2023 22:55;29,7
1924;2;36;01.08.2023 0:38;31,5
1925;29;32;01.08.2023 1:00;5,1
1926;6;32;01.08.2023 1:09;4,5
1927;32;21;01.08.2023 1:43;5,4
1928;49;30;01.08.2023 2:48;9,0
1929;35;5;01.08.2023 4:19;59,4
1930;37;35;01.08.2023 7:06;43,8
1931;35;34;01.08.2023 10:43;39,3
1932;6;6;01.08.2023 10:44;20,5
1933;7;1;01.08.2023 11:32;32,2
1934;23;33;01.08.2023 13:56;9,8
1935;21;7;01.08.2023 13:59;38,2
1936;34;32;01.08.2023 19:25;20,9
1937;36;32;01.08.2023 21:32;51,1
1938;63;28;01.08.2023 22:06;23,1
1939;32;41;01.08.2023 22:13;42,0
1940;9;27;01.08.2023 22:36;9,5
1941;63;13;01.08.2023 22:44;2,5
1942;35;3;01.08.2023 22:50;32,4
1943;60;28;01.08.2023 23:32;56,3
1944;43;6;02.08.2023 1:33;8,4
1945;28;38;02.08.2023 5:03;14,4
